Autor,Ort,Publikationstitel,Konferenzjahr,Referenzautor + Referenztitel,Referenzjahr,communityflag,memberreference,memberauthor,invalidflag
Alexandr Kolsanov,"Samara State Medical University, 89 Chapayevskaya St., Samara, Russia",S-BPM in Surgery Simulation Training,2016,"Fleischmann, A., Schmidt, W. and Stary, C. ",2015,1,1,0,0
Aikush Nazaryan,"Samara State Medical University, 89 Chapayevskaya St., Samara, Russia",S-BPM in Surgery Simulation Training,2016,"Fleischmann, A., Schmidt, W. and Stary, C. ",2015,1,1,0,0
Alexandr Kolsanov,"Samara State Medical University, 89 Chapayevskaya St., Samara, Russia",S-BPM in Surgery Simulation Training,2016,"Kolsanov, A.V., Ivaschenko, A.V., Kuzmin, A.V., Cherepanov, A.S. ",2014,1,0,0,0
Aikush Nazaryan,"Samara State Medical University, 89 Chapayevskaya St., Samara, Russia",S-BPM in Surgery Simulation Training,2016,"Kolsanov, A.V., Ivaschenko, A.V., Kuzmin, A.V., Cherepanov, A.S. ",2014,1,0,0,0
Alexandr Kolsanov,"Samara State Medical University, 89 Chapayevskaya St., Samara, Russia",S-BPM in Surgery Simulation Training,2016,"¶Albert Fleischmann , Udo Kannengiesser , Werner Schmidt , Christian Stary, Subject-Oriented Modeling and Execution of Multi-agent Business Processes, Proceedings of the ",2013,1,0,0,0
Aikush Nazaryan,"Samara State Medical University, 89 Chapayevskaya St., Samara, Russia",S-BPM in Surgery Simulation Training,2016,"¶Albert Fleischmann , Udo Kannengiesser , Werner Schmidt , Christian Stary, Subject-Oriented Modeling and Execution of Multi-agent Business Processes, Proceedings of the ",2013,1,0,0,0
Alexandr Kolsanov,"Samara State Medical University, 89 Chapayevskaya St., Samara, Russia",S-BPM in Surgery Simulation Training,2016,"Ivaschenko, A., Dmitriev, A., Cherepanov, A., Vaisblat, A. Kolsanov, A. ",2013,1,0,0,0
Aikush Nazaryan,"Samara State Medical University, 89 Chapayevskaya St., Samara, Russia",S-BPM in Surgery Simulation Training,2016,"Ivaschenko, A., Dmitriev, A., Cherepanov, A., Vaisblat, A. Kolsanov, A. ",2013,1,0,0,0
Alexandr Kolsanov,"Samara State Medical University, 89 Chapayevskaya St., Samara, Russia",S-BPM in Surgery Simulation Training,2016,"¶Albert Fleischmann , Werner Schmidt , Christian Stary , Stefan Obermeier , Egon Brger, Subject-Oriented Business Process Management, Springer Publishing Company, Incorporated, ",2012,1,0,0,0
Aikush Nazaryan,"Samara State Medical University, 89 Chapayevskaya St., Samara, Russia",S-BPM in Surgery Simulation Training,2016,"¶Albert Fleischmann , Werner Schmidt , Christian Stary , Stefan Obermeier , Egon Brger, Subject-Oriented Business Process Management, Springer Publishing Company, Incorporated, ",2012,1,0,0,0
Peter Forbrig,"University of Rostock, Albert-Einstein-Str. 22, 18051 Rostock, Germany, Tel.: +49 381 498 7620",Continuous Software Engineering with Special Emphasis on Continuous Business-Process Modeling and Human-Centered Design,2016,"¶Peter Forbrig, Reuse of models in S-BPM process specifications, Proceedings of the 7th International Conference on Subject-Oriented Business Process Management, p.1-10, April 23-24, ",2015,1,0,0,0
Peter Forbrig,"University of Rostock, Albert-Einstein-Str. 22, 18051 Rostock, Germany, Tel.: +49 381 498 7620",Continuous Software Engineering with Special Emphasis on Continuous Business-Process Modeling and Human-Centered Design,2016,"Forbrig, P. and Herczeg M.: Managing the Agile Process of Human-Centred Design and Software Development, In: Beckmann Ch. and Gross T. (Eds) INTERACT ",2015,1,0,0,0
Peter Forbrig,"University of Rostock, Albert-Einstein-Str. 22, 18051 Rostock, Germany, Tel.: +49 381 498 7620",Continuous Software Engineering with Special Emphasis on Continuous Business-Process Modeling and Human-Centered Design,2016,"Forbrig, P.: Generic Components for BPMN Specifications Perspectives in Business Informatics Research - 13th International Conference, BIR ",2014,1,0,0,0
Peter Forbrig,"University of Rostock, Albert-Einstein-Str. 22, 18051 Rostock, Germany, Tel.: +49 381 498 7620",Continuous Software Engineering with Special Emphasis on Continuous Business-Process Modeling and Human-Centered Design,2016,"Fleischmann, A., Schmidt, W., and Stary, C.: Open S-BPM= open innovation. In S-BPM ONE-Running Processes (pp. 295-320). Springer Berlin Heidelberg, ",2013,1,1,0,0
Tobias Heuser,"Urban Software Institute GmbH, Zwickauer Strasse 223a, 09116 Chemnitz, Germany",Working with Natural Language Texts for Process Management,2016,"¶Matthes Elstermann , Tobias Heuser, Automatic Tool Support Possibilities for the Text-Based S-BPM Process Modelling Methodology, Proceedings of the 8th International Conference on Subject-oriented Business Process Management, April 07-08, ",2016,1,0,0,0
Tobias Heuser,"Urban Software Institute GmbH, Zwickauer Strasse 223a, 09116 Chemnitz, Germany",Automatic Tool Support Possibilities for the Text-Based S-BPM Process Modelling Methodology,2016,"¶Tobias Heuser , Matthes Elstermann, Working with Natural Language Texts for Process Management: Proposal and Analysis of a Process Analysis Methodology, Proceedings of the 8th International Conference on Subject-oriented Business Process Management, April 07-08, ",2016,1,0,0,0
Tobias Heuser,"Urban Software Institute GmbH, Zwickauer Strasse 223a, 09116 Chemnitz, Germany",Working with Natural Language Texts for Process Management,2016,"M. Elstermann, H. Katter, and J. Ovtcharova. S-BPM Prozessmodellierung als Werkzeug für die Entwicklung moderner Nutzerzentrierter Service-Produkte. Stuttgarter Symposium für Produktentwicklung, ",2013,1,0,0,0
Tobias Heuser,"Urban Software Institute GmbH, Zwickauer Strasse 223a, 09116 Chemnitz, Germany",Working with Natural Language Texts for Process Management,2016,"D. Weitlaner, A. Guettinger, and M. Kohlbacher. Intuitive Comprehensibility of Process Models, ",2013,1,0,0,0
Tobias Heuser,"Urban Software Institute GmbH, Zwickauer Strasse 223a, 09116 Chemnitz, Germany",Automatic Tool Support Possibilities for the Text-Based S-BPM Process Modelling Methodology,2016,"K. M. Hoever, S. Borgert, and M. Muehlhueuser. A domain specific language for describing s-bpm processes. S-BPM ONE - Running Processes, pages 72--90, ",2013,1,0,0,0
Tobias Heuser,"Urban Software Institute GmbH, Zwickauer Strasse 223a, 09116 Chemnitz, Germany",Working with Natural Language Texts for Process Management,2016,"¶Albert Fleischmann , Werner Schmidt , Christian Stary , Stefan Obermeier , Egon Brger, Subject-Oriented Business Process Management, Springer Publishing Company, Incorporated, ",2012,1,0,0,0
Tobias Heuser,"Urban Software Institute GmbH, Zwickauer Strasse 223a, 09116 Chemnitz, Germany",Automatic Tool Support Possibilities for the Text-Based S-BPM Process Modelling Methodology,2016,"¶Egon Börger, Approaches to modeling business processes: a critical analysis of BPMN, workflow patterns and YAWL, Software and Systems Modeling (SoSyM), v.11 n.3, p.305-318, July ",2012,1,0,0,0
Tobias Heuser,"Urban Software Institute GmbH, Zwickauer Strasse 223a, 09116 Chemnitz, Germany",Working with Natural Language Texts for Process Management,2016,"W. Schmidt. Integrierter Business-Process-Management-Zyklus. Schriftenreihe ""Arbeitsberichte - Working Papers"" der Hochschule Ingolstadt, ",2009,1,0,0,0
Tobias Heuser,"Urban Software Institute GmbH, Zwickauer Strasse 223a, 09116 Chemnitz, Germany",Working with Natural Language Texts for Process Management,2016,"¶Albert Fleischmann, Distributed Systems: Software Design and Implementation, Springer-Verlag New York, Inc., Secaucus, NJ, ",1994,1,0,0,0
Stefan Obermeier,"ZBFS, Winzererstr. 9, München, Germany",Shared Business Objects for Paperless Public Management Processes,2016,"Udo Kannengiesser, Matthias Neubauer, and Richard Heininger. Subject-Oriented BPM as the Glue for Integrating Enterprise Processes in Smart Factories. In On the Move to Meaningful Internet Systems: OTM ",2015,1,0,0,0
Stefan Obermeier,"ZBFS, Winzererstr. 9, München, Germany",Shared Business Objects for Paperless Public Management Processes,2016,"Alexander Lawall, Thomas Schaller, and Dominik Reichelt. Enterprise Architecture: A Formalism for Modeling Organizational Structures in Information Systems. In Joseph Barjis and Robert Pergl, editors, Enterprise and Organizational Modeling and Simulation, volume 191 of Lecture Notes in Business Information Processing, pages 77--95. Springer Berlin Heidelberg, ",2014,1,0,0,0
Stefan Obermeier,"ZBFS, Winzererstr. 9, München, Germany",Shared Business Objects for Paperless Public Management Processes,2016,"Alexander Lawall, Thomas Schaller, and Dominik Reichelt. Integration of Dynamic Role Resolution within the S-BPM Approach. In S-BPM ONE ",2013,1,0,0,0
Stefan Obermeier,"ZBFS, Winzererstr. 9, München, Germany",Shared Business Objects for Paperless Public Management Processes,2016,"¶Albert Fleischmann , Werner Schmidt , Christian Stary , Stefan Obermeier , Egon Brger, Subject-Oriented Business Process Management, Springer Publishing Company, Incorporated, ",2012,1,0,0,0
Stefan Obermeier,"ZBFS, Winzererstr. 9, München, Germany",Shared Business Objects for Paperless Public Management Processes,2016,"Alexander Lawall, Thomas W. Schaller, and Dominik Reichelt. An approach towards subject-oriented access control. In Christian Stary, editor, S-BPM ONE (Scientific Research), volume 104 of Lecture Notes in Business Information Processing, pages 33--42. Springer, ",2012,1,0,0,0
Stefan Obermeier,"ZBFS, Winzererstr. 9, München, Germany",Shared Business Objects for Paperless Public Management Processes,2016,"Stefan Obermeier and Thomas Keller. Designing a Public Management Process with S-BPM. In Stefan Oppl and Albert Fleischmann, editors, S-BPM ONE - Education and Industrial Developments, volume 284 of Communications in Computer and Information Science, pages 33--40. Springer Berlin Heidelberg, ",2012,1,0,0,0
Stefan Obermeier,"ZBFS, Winzererstr. 9, München, Germany",Shared Business Objects for Paperless Public Management Processes,2016,"Stephan Sneed. Mapping Possibilities of S-BPM and BPMN 2.0. In Stefan Oppl and Albert Fleischmann, editors, S-BPM ONE - Education and Industrial Developments, volume 284 of Communications in Computer and Information Science, pages 91--105. Springer Berlin Heidelberg, ",2012,1,0,0,0
Stefan Obermeier,"ZBFS, Winzererstr. 9, München, Germany",Shared Business Objects for Paperless Public Management Processes,2016,"Thomas Schaller. Organisationsverwaltung in CSCW-Systemen, PhD Thesis, Bamberg University. PhD thesis, Bamberg University, ",1998,1,0,0,0
Florian Krenn,"Department of Business Information Systems, Johannes Kepler University, Linz, Austria",Subject-oriented Design of Smart Hyper-connected Logistics Systems,2017,"M. Neubauer and C. Stary, editors. S-BPM in the Production Industry. Springer International Publishing, ",2017,1,0,1,0
Florian Krenn,"Department of Business Information Systems, Johannes Kepler University, Linz, Austria",Subject-oriented Design of Smart Hyper-connected Logistics Systems,2017,"¶Udo Kannengiesser , Matthias Neubauer , Richard Heininger, Integrating Business Processes and Manufacturing Operations Based on S-BPM and B2MML, Proceedings of the 8th International Conference on Subject-oriented Business Process Management, April 07-08, ",2016,1,0,1,0
Florian Krenn,"Department of Business Information Systems, Johannes Kepler University, Linz, Austria",Subject-oriented Design of Smart Hyper-connected Logistics Systems,2017,"M. Neubauer, F. Krenn, D. Majoe, and C. Stary. Subject-orientation as design language for integration across organisational control layers. International Journal of Production Research, pages 1--13, ",2016,1,0,1,0
Florian Krenn,"Department of Business Information Systems, Johannes Kepler University, Linz, Austria",Subject-oriented Design of Smart Hyper-connected Logistics Systems,2017,"M. Dirndorfer. Erp integration in s-bpm processes. In S-BPM in the Wild, pages 257--268. Springer, ",2015,1,0,1,0
Florian Krenn,"Department of Business Information Systems, Johannes Kepler University, Linz, Austria",Subject-oriented Design of Smart Hyper-connected Logistics Systems,2017,"U. Kannengiesser, M. Neubauer, and R. Heininger. On the Move to Meaningful Internet Systems: OTM ",2015,1,0,1,0
Florian Krenn,"Department of Business Information Systems, Johannes Kepler University, Linz, Austria",Subject-oriented Design of Smart Hyper-connected Logistics Systems,2017,"U. Kannengiesser, M. Neubauer, and R. Heininger. Opc ua interface for a bpm suite to enable seamless process management. In BPM Demo Session ",2015,1,0,1,0
Florian Krenn,"Department of Business Information Systems, Johannes Kepler University, Linz, Austria",Subject-oriented Design of Smart Hyper-connected Logistics Systems,2017,"U. Kannengiesser and H. Müller. Subject-Orientation for Human-Centred Production: A Research Agenda. In H. Fischer and J. Schneeberger, editors, S-BPM ONE - Running Processes, pages 235--244. Springer, ",2013,1,0,1,0
Florian Krenn,"Department of Business Information Systems, Johannes Kepler University, Linz, Austria",Subject-oriented Design of Smart Hyper-connected Logistics Systems,2017,"¶Albert Fleischmann , Werner Schmidt , Christian Stary , Stefan Obermeier , Egon Brger, Subject-Oriented Business Process Management, Springer Publishing Company, Incorporated, ",2012,1,0,1,0
Florian Krenn,"Department of Business Information Systems, Johannes Kepler University, Linz, Austria",Subject-oriented Design of Smart Hyper-connected Logistics Systems,2017,"H. Müller. Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems. In C. Stary, editor, S-BPM One - Scientific Research, Vienna, Austria, pages 182--204. Springer, ",2012,1,0,1,0
Florian Krenn,"Department of Business Information Systems, Johannes Kepler University, Linz, Austria",Subject-oriented Design of Smart Hyper-connected Logistics Systems,2017,"S. Nakamura, T. Tan, T. Hirayama, H. Kawai, S. Komiyama, S. Hosaka, M. Nakamura, and K. Yuki. Cgaa/ees at nec corporation, powered by s-bpm: The subject-oriented bpm development technique using top-down approach. In S-BPM ONE - Learning by Doing - Doing by Learning, pages 215--231. Springer, ",2011,1,0,1,0
Florian Krenn,"Department of Business Information Systems, Johannes Kepler University, Linz, Austria",Subject-oriented Design of Smart Hyper-connected Logistics Systems,2017,"G. Konjack. Case study: Ast order control processing. In S-BPM ONE--Setting the Stage for Subject-Oriented Business Process Management, CCIS 85, pages 115--120. Springer, ",2009,1,0,1,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Towards BPM Skill Assessment using Computerized Adaptive Testing,2017,"Oppl, S. ",2016,1,1,1,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Towards BPM Skill Assessment using Computerized Adaptive Testing,2017,"Oppl, S., Reisinger, F., Eckmaier, A. and Helm, C. ",2016,1,1,1,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"Oppl, S. and Hoppenbrouwers, S. ",2016,1,1,1,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"Oppl, S., Stary, C. and Vogl, S. ",2016,1,1,1,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"¶Stefan Oppl, Articulation of work process models for organizational alignment and informed information system design, Information and Management, v.53 n.5, p.591-608, July ",2016,1,0,1,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"¶Stefan Oppl, Articulation of subject-oriented business process models, Proceedings of the 7th International Conference on Subject-Oriented Business Process Management, p.1-11, April 23-24, ",2015,1,0,1,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"¶Stephan Schiffner , Thomas Rothschädl , Nils Meyer, Towards a Subject-Oriented Evolutionary Business Information System, Proceedings of the ",2014,1,0,1,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"¶Dominik Wachholder , Stefan Oppl, Interactive Coupling of Process Models: A Distributed Tabletop Approach to Collaborative Modeling, Proceedings of the ",2014,1,0,1,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"Forster, S., Pinggera, J. and Weber, B. ",2013,1,0,1,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"Wachholder, D. and Oppl, S. ",2012,1,1,1,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"Reichert, M. and Dadam, P. ",2009,1,0,1,0
Stefan Oppl,"Department of Software Science, Radboud University Nijmegen, NL",Business Process Elaboration through Virtual Enactment,2017,"¶Anke Dittmar , Peter Forbrig , Simone Heftberger , Chris Stary, Support for task modeling: a ”constructive” exploration, Proceedings of the ",2004,1,0,1,0
David Graf,"Dept. of Business Inf. Systems - Communications Engineering, Johannes Kepler University of Linz, Linz, AT",Towards BPM Skill Assessment using Computerized Adaptive Testing,2017,"Oppl, S. ",2016,1,1,0,0
Alexander Eckmaier,"Dept. of Business Inf. Systems - Communications Engineering, Johannes Kepler University of Linz, Linz, AT",Towards BPM Skill Assessment using Computerized Adaptive Testing,2017,"Oppl, S. ",2016,1,1,0,0
David Graf,"Dept. of Business Inf. Systems - Communications Engineering, Johannes Kepler University of Linz, Linz, AT",Towards BPM Skill Assessment using Computerized Adaptive Testing,2017,"Oppl, S., Reisinger, F., Eckmaier, A. and Helm, C. ",2016,1,1,0,0
Alexander Eckmaier,"Dept. of Business Inf. Systems - Communications Engineering, Johannes Kepler University of Linz, Linz, AT",Towards BPM Skill Assessment using Computerized Adaptive Testing,2017,"Oppl, S., Reisinger, F., Eckmaier, A. and Helm, C. ",2016,1,1,0,0
Florian Unterberger,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,"¶Robert Singer, Agent-Based Business Process Modeling and Execution: Steps Towards a Compiler-Virtual Machine Architecture, Proceedings of the 8th International Conference on Subject-oriented Business Process Management, April 07-08, ",2016,1,0,0,0
Robert Singer,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,"¶Robert Singer, Agent-Based Business Process Modeling and Execution: Steps Towards a Compiler-Virtual Machine Architecture, Proceedings of the 8th International Conference on Subject-oriented Business Process Management, April 07-08, ",2016,1,0,1,0
Florian Unterberger,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,Florian Unterberger. ,2016,1,0,0,0
Robert Singer,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,Florian Unterberger. ,2016,1,0,1,0
Florian Unterberger,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,"Albert Fleischmann, Werner Schmidt, and Christian Stary (Eds.). ",2015,1,0,0,0
Robert Singer,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,"Albert Fleischmann, Werner Schmidt, and Christian Stary (Eds.). ",2015,1,0,1,0
Florian Unterberger,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,"Stefan Rass, Albert Fleischmann, and Robert Singer. ",2013,1,0,0,0
Robert Singer,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,"Stefan Rass, Albert Fleischmann, and Robert Singer. ",2013,1,0,1,0
Florian Unterberger,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,"¶Albert Fleischmann , Werner Schmidt , Christian Stary , Stefan Obermeier , Egon Brger, Subject-Oriented Business Process Management, Springer Publishing Company, Incorporated, ",2012,1,0,0,0
Robert Singer,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,"¶Albert Fleischmann , Werner Schmidt , Christian Stary , Stefan Obermeier , Egon Brger, Subject-Oriented Business Process Management, Springer Publishing Company, Incorporated, ",2012,1,0,1,0
Florian Unterberger,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,Egon Börger. ,2011,1,0,0,0
Robert Singer,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,Egon Börger. ,2011,1,0,1,0
Florian Unterberger,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,"Stephan Borgert, Joachim Steinmetz, and Max Mühlhäuser. ",2011,1,0,0,0
Robert Singer,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,"Stephan Borgert, Joachim Steinmetz, and Max Mühlhäuser. ",2011,1,0,1,0
Florian Unterberger,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,"Erwin Aitenbichler, Stephan Borgert, and Max Mühlhäuser. ",2010,1,0,0,0
Robert Singer,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,"Erwin Aitenbichler, Stephan Borgert, and Max Mühlhäuser. ",2010,1,0,1,0
Florian Unterberger,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,"¶Albert Fleischmann, Distributed Systems: Software Design and Implementation, Springer-Verlag New York, Inc., Secaucus, NJ, ",1994,1,0,0,0
Robert Singer,"FH JOANNEUM--University of Applied Sciences, Graz, Austria",Actor Based Business Process Automation via Intelligent Business Objects,2017,"¶Albert Fleischmann, Distributed Systems: Software Design and Implementation, Springer-Verlag New York, Inc., Secaucus, NJ, ",1994,1,0,1,0
Matthes Elstermann,"Karlsruhe Institute of Technology (KIT), Institute for Information Management in Engineering, Karlsruhe",Proposal for Using Semantic Technologies as a Means to Store and Exchange Subject-Oriented Process Models,2017,M. Elstermann and J. Ovtcharova. ,2014,1,0,1,0
Matthes Elstermann,"Karlsruhe Institute of Technology (KIT), Institute for Information Management in Engineering, Karlsruhe",Proposal for Using Semantic Technologies as a Means to Store and Exchange Subject-Oriented Process Models,2017,"¶Udo Kannengiesser , Markus Radmayr , Richard Heininger , Nils Meyer, Generating Subject-Oriented Process Models from Ad-Hoc Interactions of Cognitive Agents, Proceedings of the ",2014,1,0,1,0
Matthes Elstermann,"Karlsruhe Institute of Technology (KIT), Institute for Information Management in Engineering, Karlsruhe",Proposal for Using Semantic Technologies as a Means to Store and Exchange Subject-Oriented Process Models,2017,"¶Albert Fleischmann , Udo Kannengiesser , Werner Schmidt , Christian Stary, Subject-Oriented Modeling and Execution of Multi-agent Business Processes, Proceedings of the ",2013,1,0,1,0
Matthes Elstermann,"Karlsruhe Institute of Technology (KIT), Institute for Information Management in Engineering, Karlsruhe",Proposal for Using Semantic Technologies as a Means to Store and Exchange Subject-Oriented Process Models,2017,"¶Matthes Elstermann , Detlef Seese , Albert Fleischmann, Using the arbitrator pattern for dynamic process-instance extension in a work-flow management system, Proceedings of the Third international conference on Abstract State Machines, Alloy, B, VDM, and Z, June 18-21, ",2012,1,0,1,0
Matthes Elstermann,"Karlsruhe Institute of Technology (KIT), Institute for Information Management in Engineering, Karlsruhe",Proposal for Using Semantic Technologies as a Means to Store and Exchange Subject-Oriented Process Models,2017,"N. Meyer, T. Feiner, M. Radmayr, D. Blei, and A. Fleischmann. ",2010,1,0,1,0
Matthes Elstermann,"Karlsruhe Institute of Technology (KIT), Institute for Information Management in Engineering, Karlsruhe",Proposal for Using Semantic Technologies as a Means to Store and Exchange Subject-Oriented Process Models,2017,"¶Martin Hepp , Frank Leymann , John Domingue , Alexander Wahler , Dieter Fensel, Semantic Business Process Management: A Vision Towards Using Semantic Web Services for Business Process Management, Proceedings of the IEEE International Conference on e-Business Engineering, p.535-540, October 12-18, ",2005,1,0,1,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"¶Matthias Lederer , Matthias Kurz , Pavlin Lazarov, Usage and Suitability of Methods for Strategic Business Process Initiatives: A Multi Case Study Research, International Journal of Productivity Management and Assessment Technologies, v.5 n.1, p.40-51, January ",2017,1,0,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"Lederer, M., Knapp, J., and Schott, P. ",2017,1,0,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"Gadatsch, A., Komus, A. and Mendling, J. ",2016,1,0,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"¶Ali Mert Ertugrul , Onur Demirors, A Method for Modeling Business Processes in a Role-based and Decentralized Way, Proceedings of the 8th International Conference on Subject-oriented Business Process Management, April 07-08, ",2016,1,0,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"¶Robert Singer, Agent-Based Business Process Modeling and Execution: Steps Towards a Compiler-Virtual Machine Architecture, Proceedings of the 8th International Conference on Subject-oriented Business Process Management, April 07-08, ",2016,1,0,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"¶Florian Strecker , Reinhard Gniza , Thomas Hollosy , Florian Schmatzer, Business-Actors as base components of complex and distributed software applications, Proceedings of the 8th International Conference on Subject-oriented Business Process Management, April 07-08, ",2016,1,0,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"¶Harald Lerchner , Christian Stary, Model While You Work: Towards Effective and Playful Acquisition of Stakeholder Processes, Proceedings of the 8th International Conference on Subject-oriented Business Process Management, April 07-08, ",2016,1,0,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"¶Tobias Heuser , Matthes Elstermann, Working with Natural Language Texts for Process Management: Proposal and Analysis of a Process Analysis Methodology, Proceedings of the 8th International Conference on Subject-oriented Business Process Management, April 07-08, ",2016,1,0,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"¶Matthes Elstermann , Tobias Heuser, Automatic Tool Support Possibilities for the Text-Based S-BPM Process Modelling Methodology, Proceedings of the 8th International Conference on Subject-oriented Business Process Management, April 07-08, ",2016,1,0,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"Kurz, M., and Lederer, M. ",2014,1,1,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"Kurz, M., Fleischmann, A., Lederer, M., and Huber, S. ",2013,1,1,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"¶Albert Fleischmann , Werner Schmidt , Christian Stary, Subject-Oriented BPM = Socially Executable BPM, Proceedings of the ",2013,1,0,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"Fleischmann, A., Schmidt, W., and Stary, C. ",2012,1,1,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"¶Albert Fleischmann , Werner Schmidt , Christian Stary , Stefan Obermeier , Egon Brger, Subject-Oriented Business Process Management, Springer Publishing Company, Incorporated, ",2012,1,0,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"Kurz, M., Hermann, C. ",2011,1,1,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"Kurz, M., and Fleischmann, A. ",2010,1,1,0,0
Stefanie Betz,"Karlsruhe Institute of Technology, Karlsruhe",Some say Digitalization - others say IT-enabled Process Management thought through to the End,2017,"Kurz, M. ",2009,1,1,0,0
